raw_name,taxon_name,level_1,level_2
Centaurea scabiosa,centaurea_scabiosa,Centaurea scabiosa-type,Centaurea scabiosa-type
Centaurea scabiosa-type,centaurea_scabiosa_type,Centaurea scabiosa-type,Centaurea scabiosa-type
Centaurea sinaica,centaurea_sinaica,Laserpitium latifolium-type,Apiaceae
Centaurea solstitialis,centaurea_solstitialis,Centaurea nigra-type,Centaurea nigra-type
Centaurea solstitialis-type,centaurea_solstitialis_type,Centaurea nigra-type,Centaurea nigra-type
Centaurea stoebe,centaurea_stoebe,Centaurea nigra-type,Centaurea nigra-type
Centaurea stoebe-type,centaurea_stoebe_type,Centaurea nigra-type,Centaurea nigra-type
Centaurea undiff.,centaurea_undiff,Centaurea,Centaurea
Centaurea/Serratula,centaurea_serratula,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae
Centaurium,centaurium,Centaurium,Gentianaceae
Centaurium-type,centaurium_type,Centaurium,Gentianaceae
Centaurium pulchellum,centaurium_pulchellum,Centaurium,Gentianaceae
Centaurium pulchellum-type,centaurium_pulchellum_type,Centaurium,Gentianaceae
Centranthus,centranthus,Centranthus,Valerianaceae
Cerastium,cerastium,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium-type,cerastium_type,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium alpinum-type,cerastium_alpinum_type,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium arvense,cerastium_arvense,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium arvense-type,cerastium_arvense_type,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium cerastoides,cerastium_cerastoides,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium cerastoides-type,cerastium_cerastoides_type,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium fontanum,cerastium_fontanum,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium fontanum-type,cerastium_fontanum_type,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium undiff.,cerastium_undiff,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Cerastium uniflorum,cerastium_uniflorum,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Ceratonia,ceratonia,Ceratonia siliqua,Ceratonia siliqua
Ceratonia siliqua,ceratonia_siliqua,Ceratonia siliqua,Ceratonia siliqua
Cerinthe,cerinthe,Cerinthe,Boraginaceae
cf Brassicaceae,cf_brassicaceae,Brassicaceae,Brassicaceae
cf Centaurium,cf_centaurium,Gentianaceae,Gentianaceae
cf Convolvulus,cf_convolvulus,Convolvulus,Convolvulus
cf Euphorbia,cf_euphorbia,Euphorbia,Euphorbiaceae
cf Fabaceae,cf_fabaceae,Fabaceae,Fabaceae
cf Lamiaceae,cf_lamiaceae,Lamiaceae,Lamiaceae
cf Lonicera,cf_lonicera,Lonicera,Lonicera
cf Quercus,cf_quercus,Quercus robur-type,Quercus
cf Ranunculus,cf_ranunculus,Ranunculus-type,Ranunculus-type
cf Samolus,cf_samolus,Samolus,Primulaceae
cf Viola,cf_viola,Viola,Viola
cf. Acorus,cf_acorus,Acorus,Acorus
cf. Alchemilla,cf_alchemilla,Alchemilla,Alchemilla/Aphanes
cf. Anagallis,cf_anagallis,Anagallis,Anagallis-type
cf. Androsace,cf_androsace,Androsace,Androsace
cf. Anthericum,cf_anthericum,Anthericum,Liliaceae-type
cf. Armeria,cf_armeria,Plumbaginaceae,Plumbaginaceae
cf. Armeria (type A),cf_armeria_type_a,Plumbaginaceae,Plumbaginaceae
cf. Artemisia,cf_artemisia,Artemisia,Artemisia
cf. Avena,cf_avena,Cerealia-type,Poaceae
cf. Cannabis,cf_cannabis,Cannabis/Humulus,Cannabis/Humulus
cf. Cannabis sativa,cf_cannabis_sativa,Cannabis/Humulus,Cannabis/Humulus
cf. Carpinus,cf_carpinus,Carpinus betulus,Carpinus betulus
cf. Cedrus,cf_cedrus,Cedrus,Cedrus
cf. Centaurea nigra-type,cf_centaurea_nigra_type,Centaurea,Centaurea
cf. Chrysanthemum,cf_chrysanthemum,Matricaria-type,Compositae subfam. Asteroideae
cf. Chrysosplenium,cf_chrysosplenium,Chrysosplenium,Chrysosplenium
cf. Cirsium,cf_cirsium,Cirsium,Cynareae
cf. Cyperaceae-type,cf_cyperaceae_type,Cyperaceae,Cyperaceae
cf. Daphne,cf_daphne,Daphne,Thymelaeaceae
cf. Digitalis,cf_digitalis,Digitalis,Scrophulariaceae (colporate-reticulate)
cf. Dryas,cf_dryas,Dryas octopetala,Rosaceae (non-operculate)
cf. Empetrum,cf_empetrum,Ericales (tetrads),Ericales (tetrads)
cf. Ephedra fragilis,cf_ephedra_fragilis,Ephedra,Ephedra
cf. Epilobium,cf_epilobium,Onagraceae,Onagraceae
cf. Filipendula,cf_filipendula,Filipendula,Filipendula
cf. Frangula,cf_frangula,Frangula alnus,Rhamnaceae
cf. Frangula alnus,cf_frangula_alnus,Frangula alnus,Rhamnaceae
cf. Galeopsis,cf_galeopsis,Galeopsis-type,Galeopsis/Ballota-type
cf. Gentiana pneumonanthe,cf_gentiana_pneumonanthe,Gentianaceae,Gentianaceae
cf. Gentianaceae,cf_gentianaceae,Gentianaceae,Gentianaceae
cf. Gentianella campestris,cf_gentianella_campestris,Gentianaceae,Gentianaceae
cf. Geranium,cf_geranium,Geranium,Geraniaceae
cf. Geum,cf_geum,Geum-type,Geum-type
cf. Helianthemum,cf_helianthemum,Helianthemum,Helianthemum
cf. Herniaria,cf_herniaria,Herniaria,Caryophyllaceae subfam. Paronychioideae
cf. Hippophae,cf_hippophae,Hippophae rhamnoides,Hippophae rhamnoides
cf. Hippophae rhamnoides,cf_hippophae_rhamnoides,Hippophae rhamnoides,Hippophae rhamnoides
cf. Hordeum,cf_hordeum,Cerealia-type,Poaceae
cf. Humulus,cf_humulus,Cannabis/Humulus,Cannabis/Humulus
cf. Humulus lupulus,cf_humulus_lupulus,Cannabis/Humulus,Cannabis/Humulus
cf. Hypericum,cf_hypericum,Hypericum,Hypericum
cf. Ilex,cf_ilex,Ilex,Ilex
cf. Juncus,cf_juncus,Juncaceae,Juncaceae
cf. Juniperus,cf_juniperus,Juniperus communis-type,Juniperus-type
cf. Larix,cf_larix,Larix/Pseudotsuga,Larix/Pseudotsuga
cf. Limosella aquatica,cf_limosella_aquatica,delete,delete
cf. Littorella,cf_littorella,delete,delete
cf. Lobelia,cf_lobelia,Lobelia,Lobelia
cf. Lotus,cf_lotus,Lotus-type,Lotus-type
cf. Lycopsis arvensis,cf_lycopsis_arvensis,Anchusa arvensis-type,Anchusa arvensis-type
cf. Maianthemum,cf_maianthemum,Maianthemum/Paris,Liliaceae-type
cf. Melampyrum,cf_melampyrum,Melampyrum,Melampyrum
cf. Mercurialis,cf_mercurialis,Mercurialis,Mercurialis
cf. Montia,cf_montia,Montia,Portulaca/Montia
cf. Myrica,cf_myrica,Corylus/Myrica,Corylus/Myrica
cf. Myricaria germanica,cf_myricaria_germanica,Myricaria germanica,Myricaria germanica
cf. Myrtus,cf_myrtus,Myrtus communis,Myrtaceae
cf. Odontites,cf_odontites,Odontites-type,Odontites-type
cf. Olea,cf_olea,Olea europaea,Olea europaea
cf. Oxyria,cf_oxyria,Oxyria digyna,Rumex/Oxyria
cf. Oxyria digyna,cf_oxyria_digyna,Oxyria digyna,Rumex/Oxyria
cf. Oxytropis,cf_oxytropis,Astragalus-type,Astragalus-type
cf. Papaver,cf_papaver,Papaver,Papaver
cf. Pedicularis,cf_pedicularis,Pedicularis,Pedicularis
cf. Persicaria amphibia,cf_persicaria_amphibia,Polygonum amphibium,Polygonum (pericolpate/periporate)
cf. Peucedanum,cf_peucedanum,Apiaceae,Apiaceae
cf. Platanus,cf_platanus,Platanus,Platanus
cf. Polemonium,cf_polemonium,Polemonium,Polemoniaceae
cf. Polygonum,cf_polygonum,Polygonum-type (tricolporate),Polygonum-type (tricolporate)
cf. Populus,cf_populus,Populus,Populus
cf. Primula,cf_primula,Primula,Primula
cf. Prunus,cf_prunus,Rosaceae (non-operculate),Rosaceae (non-operculate)
cf. Pterocarya,cf_pterocarya,Pterocarya,Pterocarya
cf. Rhamnus,cf_rhamnus,Rhamnus-type,Rhamnaceae
cf. Rhinanthus,cf_rhinanthus,Rhinanthus-type,Rhinanthus-group
cf. Rubus idaeus,cf_rubus_idaeus,Rosaceae (non-operculate),Rosaceae (non-operculate)
cf. Ruta,cf_ruta,Ruta,Ruta
cf. Sagina,cf_sagina,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae)
cf. Salix herbacea,cf_salix_herbacea,Salix,Salix
cf. Sambucus nigra,cf_sambucus_nigra,Sambucus nigra/S. racemosa,Sambucus
cf. Sambucus racemosa,cf_sambucus_racemosa,Sambucus nigra/S. racemosa,Sambucus
cf. Saxifraga granulata,cf_saxifraga_granulata,Saxifraga granulata-type,Saxifraga
cf. Saxifraga oppositifolia,cf_saxifraga_oppositifolia,Saxifraga oppositifolia-type,Saxifraga
cf. Saxifraga oppositifolia-type,cf_saxifraga_oppositifolia_type,Saxifraga oppositifolia-type,Saxifraga
cf. Saxifraga stellaris-type,cf_saxifraga_stellaris_type,Saxifraga stellaris-type,Saxifraga
cf. Scutellaria,cf_scutellaria,Scutellaria-type,Galeopsis/Ballota-type
cf. Secale,cf_secale,Cerealia-type,Poaceae
cf. Sedum-type,cf_sedum_type,Sedum-type,Crassulaceae
cf. Sorbus,cf_sorbus,Rosaceae (non-operculate),Rosaceae (non-operculate)
cf. Sorbus aucuparia,cf_sorbus_aucuparia,Rosaceae (non-operculate),Rosaceae (non-operculate)
cf. Stellaria,cf_stellaria,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae)
cf. Succisa,cf_succisa,Succisa-type,Dipsacaceae
cf. Taraxacum,cf_taraxacum,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae
cf. Taxus,cf_taxus,Taxus baccata,Taxus baccata
cf. Thalictrum,cf_thalictrum,Thalictrum,Thalictrum
cf. Tofieldia,cf_tofieldia,Tofieldia,Tofieldia
cf. Triticum,cf_triticum,Cerealia-type,Poaceae
cf. Triticum turgidum subsp. dicoccon,cf_triticum_turgidum_subsp_dicoccon,Cerealia-type,Poaceae
cf. Trollius europaeus,cf_trollius_europaeus,Trollius europaeus,Trollius europaeus
cf. Tussilago,cf_tussilago,Tussilago-type,Compositae subfam. Asteroideae
cf. Urtica,cf_urtica,Urtica,Urticaceae/Moraceae
cf. Valeriana,cf_valeriana,Valeriana,Valerianaceae
cf. Verbascum,cf_verbascum,Verbascum,Scrophulariaceae (colporate-reticulate)
cf. Veronica,cf_veronica,Veronica-type,Rhinanthus-group
cf. Viscum,cf_viscum,Viscum,Viscum album
cf. Xanthium,cf_xanthium,Xanthium,Ambrosia/Xanthium
cf. Xanthium-type,cf_xanthium_type,Ambrosia/Xanthium,Ambrosia/Xanthium
Chaerophyllum,chaerophyllum,Apiaceae,Apiaceae
Chaerophyllum-type,chaerophyllum_type,Apiaceae,Apiaceae
Chaerophyllum hirsutum,chaerophyllum_hirsutum,Chaerophyllum hirsutum-type,Apiaceae
Chaerophyllum hirsutum-type,chaerophyllum_hirsutum_type,Chaerophyllum hirsutum-type,Apiaceae
Chaerophyllum temulum,chaerophyllum_temulum,Chaerophyllum hirsutum-type,Apiaceae
Chamaenerion,chamaenerion,Epilobium,Onagraceae
Chamaenerion-type,chamaenerion_type,Epilobium,Onagraceae
Chamaenerion angustifolium,chamaenerion_angustifolium,Epilobium angustifolium-type,Onagraceae
Chamaenerion angustifolium-type,chamaenerion_angustifolium_type,Epilobium angustifolium-type,Onagraceae
Chamaenerion fleischeri,chamaenerion_fleischeri,Epilobium angustifolium-type,Onagraceae
Chamaerops,chamaerops,Chamaerops,Chamaerops
Chamaerops humilis,chamaerops_humilis,Chamaerops,Chamaerops
Chelidonium,chelidonium,Chelidonium majus,Chelidonium majus
Chelidonium-type,chelidonium_type,Chelidonium majus,Chelidonium majus
Chelidonium majus,chelidonium_majus,Chelidonium majus,Chelidonium majus
Chenopodiaceae sensu stricto,chenopodiaceae_sensu_stricto,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Chenopodium,chenopodium,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Chenopodium-type,chenopodium_type,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Chenopodium album,chenopodium_album,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Chenopodium hybridum,chenopodium_hybridum,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Chenopodium polyspermum,chenopodium_polyspermum,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Chenopodium rubrum,chenopodium_rubrum,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Chrysanthemum-type,chrysanthemum_type,Matricaria-type,Compositae subfam. Asteroideae
Chrysosplenium,chrysosplenium,Chrysosplenium,Chrysosplenium
Chrysosplenium-type,chrysosplenium_type,Chrysosplenium,Chrysosplenium
Chrysosplenium oppositifolium,chrysosplenium_oppositifolium,Chrysosplenium oppositifolium,Chrysosplenium
Chrysosplenium undiff.,chrysosplenium_undiff,Chrysosplenium,Chrysosplenium
Cichorieae,cichorieae,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae
Cichorioideae,cichorioideae,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae
Cichorioideae-type,cichorioideae_type,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae
Cichorioideae undiff.,cichorioideae_undiff,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae
Cichorium,cichorium,Crepis-type,Compositae subfam. Cichorioideae
Cichorium-type,cichorium_type,Crepis-type,Compositae subfam. Cichorioideae
Cicuta virosa,cicuta_virosa,Cicuta virosa,Apiaceae
Circaea,circaea,Circaea,Onagraceae
Circaea lutetiana-type,circaea_lutetiana_type,Circaea,Onagraceae
Cirsium,cirsium,Cirsium,Cynareae
Cirsium-type,cirsium_type,Cynareae,Cynareae
Cirsium spinosissimum,cirsium_spinosissimum,Cirsium,Cynareae
Cirsium/Carduus,cirsium_carduus,Cynareae,Cynareae
Cirsium/Carduus-type,cirsium_carduus_type,Cynareae,Cynareae
Cirsium/Gundelia,cirsium_gundelia,Cynareae,Cynareae
Cistaceae,cistaceae,Cistaceae,Cistaceae
Cistus,cistus,Cistus,Cistus
Cistus-type,cistus_type,Cistus,Cistus
Cistus albidus-type,cistus_albidus_type,Cistus albidus-type,Cistus
Cistus ladanifer-type,cistus_ladanifer_type,Cistus ladanifer-type,Cistus
Cistus monspeliensis,cistus_monspeliensis,Cistus monspeliensis-type,Cistus
Cistus salviifolius,cistus_salviifolius,Cistus salvifolius,Cistus
Citrus,citrus,Citrus,Citrus
Clematis,clematis,Clematis,Ranunculus-type
Clematis-type,clematis_type,Clematis,Ranunculus-type
Clusiaceae,clusiaceae,Hypericum,Hypericum
Colchicum,colchicum,Colchicum-type,Liliaceae-type
Colchicum-type,colchicum_type,Colchicum-type,Liliaceae-type
Colchicum autumnale-type,colchicum_autumnale_type,Colchicum-type,Liliaceae-type
Colchicum montanum,colchicum_montanum,Merendera pyrenaica,Liliaceae-type
Comarum-type,comarum_type,Potentilla-type,Rosaceae (operculate)
Coniferae-type,coniferae_type,Aster-type,Compositae subfam. Asteroideae
Coniferae (saccate),coniferae_saccate,Aster-type,Compositae subfam. Asteroideae
Coniferae undiff.,coniferae_undiff,Aster-type,Compositae subfam. Asteroideae
Conium-type,conium_type,Apiaceae,Apiaceae
Conium maculatum,conium_maculatum,Conium maculatum,Apiaceae
Conium maculatum-type,conium_maculatum_type,Conium maculatum,Apiaceae
Conopodium-type,conopodium_type,Apiaceae,Apiaceae
Consolida,consolida,Consolida-type,Consolida-type
Consolida-type,consolida_type,Consolida-type,Consolida-type
Consolida regalis-type,consolida_regalis_type,Consolida-type,Consolida-type
Convallaria,convallaria,Convallaria majalis,Liliaceae-type
Convallaria-type,convallaria_type,Convallaria-type,Liliaceae-type
Convallaria majalis,convallaria_majalis,Convallaria majalis,Liliaceae-type
Convolvulaceae,convolvulaceae,Convolvulaceae,Convolvulaceae
Convolvulaceae undiff.,convolvulaceae_undiff,Convolvulaceae,Convolvulaceae
Convolvulus,convolvulus,Convolvulus,Convolvulus
Convolvulus-type,convolvulus_type,Convolvulus,Convolvulus
Convolvulus arvensis,convolvulus_arvensis,Convolvulus,Convolvulus
Convolvulus arvensis-type,convolvulus_arvensis_type,Convolvulus arvensis-type,Convolvulus
Coriaria,coriaria,Coriaria myrtifolia,Coriaria myrtifolia
Cornaceae,cornaceae,Cornus,Cornus
Cornus,cornus,Cornus,Cornus
Cornus cf. C. suecica,cornus_cf_c_suecica,Cornus,Cornus
Cornus mas,cornus_mas,Cornus mas,Cornus
Cornus mas-type,cornus_mas_type,Cornus mas-type,Cornus
Cornus mas/C. suecica,cornus_mas_c_suecica,Cornus mas-type,Cornus
Cornus sanguinea,cornus_sanguinea,Cornus sanguinea-type,Cornus
Cornus sanguinea-type,cornus_sanguinea_type,Cornus sanguinea-type,Cornus
Cornus subg. Thelycrania,cornus_subg_thelycrania,Cornus sanguinea-type,Cornus
Cornus suecica,cornus_suecica,Cornus suecica,Cornus
Cornus suecica-type,cornus_suecica_type,Cornus mas-type,Cornus
Cornus suecica (thick wall),cornus_suecica_thick_wall,Cornus suecica,Cornus
Cornus undiff.,cornus_undiff,Cornus,Cornus
Coronilla,coronilla,Coronilla-type,Coronilla-type
Coronilla-type,coronilla_type,Coronilla-type,Coronilla-type
Corrigiola litoralis,corrigiola_litoralis,Corrigiola litoralis,Corrigiola litoralis
Corrigiola litoralis-type,corrigiola_litoralis_type,Corrigiola litoralis,Corrigiola litoralis
Corrigiola telephiifolia-type,corrigiola_telephiifolia_type,Corrigiola telephiifolia,Corrigiola telephiifolia
Corydalis,corydalis,Corydalis,Corydalis
Corydalis cava-type,corydalis_cava_type,Corydalis solida-type,Corydalis
Corydalis pumila-type,corydalis_pumila_type,Corydalis solida-type,Corydalis
Corydalis solida-type,corydalis_solida_type,Corydalis solida-type,Corydalis
corylus,corylus,Corylus,Corylus/Myrica
Corylus-type,corylus_type,Corylus/Myrica,Corylus/Myrica
Corylus avellana,corylus_avellana,Corylus,Corylus/Myrica
Corylus avellana-type,corylus_avellana_type,Corylus,Corylus/Myrica
Corylus/Myrica,corylus_myrica,Corylus/Myrica,Corylus/Myrica
Cotinus-type,cotinus_type,Rhus/Cotinus,Rhus/Cotinus
Cotinus coggygria,cotinus_coggygria,Cotinus coggygria,Rhus/Cotinus
Cousinia,cousinia,Cousinia,Cynareae
Crassula,crassula,Umbilicus-type,Crassulaceae
Crassulaceae,crassulaceae,Crassulaceae,Crassulaceae
Crassulaceae undiff.,crassulaceae_undiff,Crassulaceae,Crassulaceae
Crataegus,crataegus,Crataegus,Rosaceae (non-operculate)
Crataegus-type,crataegus_type,Prunus-type,Rosaceae (non-operculate)
Crataegus monogyna,crataegus_monogyna,Crataegus,Rosaceae (non-operculate)
Crataegus monogyna-type,crataegus_monogyna_type,Crataegus,Rosaceae (non-operculate)
Crepis,crepis,Crepis-type,Compositae subfam. Cichorioideae
Crepis-type,crepis_type,Crepis-type,Compositae subfam. Cichorioideae
Crepis aurea,crepis_aurea,Crepis-type,Compositae subfam. Cichorioideae
Crepis paludosa,crepis_paludosa,Crepis-type,Compositae subfam. Cichorioideae
Crocus,crocus,Crocus,Liliaceae-type
Crocus vernus,crocus_vernus,Crocus vernus,Liliaceae-type
Crupina-type,crupina_type,Crupina,Cynareae
Cryptomeria,cryptomeria,Cryptomeria-type,Cryptomeria-type
Cupressaceae,cupressaceae,Juniperus-type,Juniperus-type
Cuscuta,cuscuta,Cuscuta,Cuscuta
Cuscuta europaea-type,cuscuta_europaea_type,Cuscuta europaea-type,Cuscuta
Cuscuta lupuliformis,cuscuta_lupuliformis,Cuscuta lupuliformis,Cuscuta
Cyclamen purpurascens,cyclamen_purpurascens,Cyclamen purpurascens,Cyclamen
Cynoglossum,cynoglossum,Cynoglossum-type,Cynoglossum-type
Cynoglossum-type,cynoglossum_type,Cynoglossum-type,Cynoglossum-type
Cynoglossum officinale-type,cynoglossum_officinale_type,Cynoglossum-type,Cynoglossum-type
Cyperaceae,cyperaceae,Cyperaceae,Cyperaceae
Cyperaceae undiff.,cyperaceae_undiff,Cyperaceae,Cyperaceae
Cyperus,cyperus,Cyperus,Cyperaceae
Cyperus-type,cyperus_type,Cyperus,Cyperaceae
Cyperus capitatus,cyperus_capitatus,Cyperus,Cyperaceae
Cyperus longus-type,cyperus_longus_type,Cyperus,Cyperaceae
Cytisus,cytisus,Genista-type,Genista-group
Cytisus-type,cytisus_type,Cytisus-type,Genista-group
Cytisus grandiflorus,cytisus_grandiflorus,Genista-type,Genista-group
Cytisus scoparius,cytisus_scoparius,Genista-type,Genista-group
Cytisus/Genista-type,cytisus_genista_type,Genista-type,Genista-group
Dactylis-type,dactylis_type,Poaceae,Poaceae
Daphne,daphne,Daphne,Thymelaeaceae
Daphne-type,daphne_type,Daphne,Thymelaeaceae
Daphne oleoides,daphne_oleoides,Daphne,Thymelaeaceae
Datura stramonium,datura_stramonium,Datura stramonium,Datura
Daucus,daucus,Daucus,Apiaceae
Daucus-type,daucus_type,Apiaceae,Apiaceae
Daucus carota,daucus_carota,Daucus,Apiaceae
Daucus carota-type,daucus_carota_type,Daucus,Apiaceae
Delphinium,delphinium,Consolida-type,Consolida-type
Delphinium-type,delphinium_type,Consolida-type,Consolida-type
Delphinium ambiguum,delphinium_ambiguum,Consolida-type,Consolida-type
Deschampsia,deschampsia,Poaceae,Poaceae
Descurainia sophia,descurainia_sophia,Brassicaceae,Brassicaceae
Descurainia sophia-type,descurainia_sophia_type,Brassicaceae,Brassicaceae
Dianthus,dianthus,Dianthus/Petrorhaghia,Caryophyllaceae (periporate excl. Paronychioideae)
Dianthus-type,dianthus_type,Dianthus/Petrorhaghia,Caryophyllaceae (periporate excl. Paronychioideae)
Dianthus lusitanus-type,dianthus_lusitanus_type,Dianthus/Petrorhaghia,Caryophyllaceae (periporate excl. Paronychioideae)
Dianthus superbus-type,dianthus_superbus_type,Dianthus/Petrorhaghia,Caryophyllaceae (periporate excl. Paronychioideae)
Diapensia,diapensia,Diapensia lapponica,Diapensia lapponica
Diapensia lapponica,diapensia_lapponica,Diapensia lapponica,Diapensia lapponica
Dictamnus albus,dictamnus_albus,Dictamnus albus,Dictamnus albus
Digitalis,digitalis,Digitalis,Scrophulariaceae (colporate-reticulate)
Digitalis-type,digitalis_type,Digitalis-type,Scrophulariaceae (colporate-reticulate)
Digitalis purpurea-type,digitalis_purpurea_type,Digitalis,Scrophulariaceae (colporate-reticulate)
Dioscorea,dioscorea,Tamus communis,Tamus communis
Dioscorea communis,dioscorea_communis,Tamus communis,Tamus communis
Dipsacoideae,dipsacoideae,Dipsacoideae,Dipsacoideae
Dipsacoideae undiff.,dipsacoideae_undiff,Dipsacoideae,Dipsacoideae
Dipsacus,dipsacus,Dipsacus-type,Dipsacaceae
Dipsacus-type,dipsacus_type,Dipsacus-type,Dipsacaceae
Dipsacus fullonum-type,dipsacus_fullonum_type,Dipsacus fullonum-type,Dipsacaceae
Dorycnium,dorycnium,Dorycnium,Dorycnium
Dorycnium-type,dorycnium_type,Dorycnium,Dorycnium
Draba-type,draba_type,Brassicaceae,Brassicaceae
Droseraceae,droseraceae,Drosera,Drosera
Dryas,dryas,Dryas octopetala,Rosaceae (non-operculate)
Dryas-type,dryas_type,Dryas octopetala,Rosaceae (non-operculate)
Dryas octopetala,dryas_octopetala,Dryas octopetala,Rosaceae (non-operculate)
Echinops,echinops,Echinops,Cynareae
Echium,echium,Echium,Echium/Onosma
Echium-type,echium_type,Echium/Onosma,Echium/Onosma
Echium vulgare,echium_vulgare,Echium,Echium/Onosma
Echium vulgare-type,echium_vulgare_type,Echium,Echium/Onosma
Elymus,elymus,Hordeum-type,Poaceae
Elymus-type,elymus_type,Hordeum-type,Poaceae
Empetrum,empetrum,Empetrum nigrum,Ericales (tetrads)
Empetrum-type,empetrum_type,Empetrum/Ledum,Ericales (tetrads)
Empetrum cf. E. nigrum,empetrum_cf_e_nigrum,Empetrum nigrum,Ericales (tetrads)
Empetrum hermaphroditum,empetrum_hermaphroditum,Empetrum nigrum,Ericales (tetrads)
Empetrum nigrum,empetrum_nigrum,Empetrum nigrum,Ericales (tetrads)
Empetrum/Rhododendron subsect. Ledum,empetrum_rhododendron_subsect_ledum,Empetrum/Ledum,Ericales (tetrads)
Engelhardia-type,engelhardia_type,Engelhardtia,Engelhardtia
Ephedra,ephedra,Ephedra,Ephedra
Ephedra (undiff.),ephedra_undiff,Ephedra,Ephedra
Ephedra cf. E. foeminea,ephedra_cf_e_foeminea,Ephedra fragilis-type,Ephedra
Ephedra cf. E. fragilis,ephedra_cf_e_fragilis,Ephedra fragilis-type,Ephedra
Ephedra distachya,ephedra_distachya,Ephedra distachya-type,Ephedra
Ephedra distachya-type,ephedra_distachya_type,Ephedra distachya-type,Ephedra
Ephedra distachya subsp. helvetica-type,ephedra_distachya_subsp_helvetica_type,Ephedra distachya-type,Ephedra
Ephedra foeminea,ephedra_foeminea,Ephedra fragilis-type,Ephedra
Ephedra foeminea-type,ephedra_foeminea_type,Ephedra fragilis-type,Ephedra
Ephedra fragilis,ephedra_fragilis,Ephedra fragilis-type,Ephedra
Ephedra fragilis-type,ephedra_fragilis_type,Ephedra fragilis-type,Ephedra
Ephedra major,ephedra_major,Ephedra distachya-type,Ephedra
Ephedra strobilacea-type,ephedra_strobilacea_type,Ephedra strobilacea,Ephedra
Epilobium,epilobium,Epilobium,Onagraceae
Epilobium-type,epilobium_type,Epilobium,Onagraceae
Epimedium,epimedium,Epimedium,Epimedium
Epipactis,epipactis,Epipactis,Orchidaceae
Epipactis palustris,epipactis_palustris,Epipactis,Orchidaceae
Epipactis palustris-type,epipactis_palustris_type,Epipactis,Orchidaceae
Eranthis hyemalis,eranthis_hyemalis,Eranthis hyemalis,Eranthis hyemalis
Erica,erica,Erica,Ericales (tetrads)
Erica-type,erica_type,Erica,Ericales (tetrads)
Erica arborea,erica_arborea,Erica arborea-type,Ericales (tetrads)
Erica arborea-type,erica_arborea_type,Erica arborea-type,Ericales (tetrads)
Erica australis,erica_australis,Erica ciliaris-type,Ericales (tetrads)
Erica australis-type,erica_australis_type,Erica ciliaris-type,Ericales (tetrads)
Erica cf. E. tetralix,erica_cf_e_tetralix,Erica,Ericales (tetrads)
Erica ciliaris,erica_ciliaris,Erica ciliaris-type,Ericales (tetrads)
Erica ciliaris-type,erica_ciliaris_type,Erica ciliaris-type,Ericales (tetrads)
Erica cinerea,erica_cinerea,Erica cinerea,Ericales (tetrads)
Erica cinerea/E. tetralix,erica_cinerea_e_tetralix,Erica,Ericales (tetrads)
Erica tetralix,erica_tetralix,Erica tetralix-type,Ericales (tetrads)
Erica tetralix-type,erica_tetralix_type,Erica tetralix-type,Ericales (tetrads)
Erica umbellata,erica_umbellata,Erica umbellata,Ericales (tetrads)
Erica umbellata-type,erica_umbellata_type,Erica umbellata,Ericales (tetrads)
Erica undiff.,erica_undiff,Erica,Ericales (tetrads)
Ericaceae,ericaceae,Ericales (tetrads),Ericales (tetrads)
Ericaceae-type,ericaceae_type,Ericales (tetrads),Ericales (tetrads)
Ericaceae cf. Calluna,ericaceae_cf_calluna,Ericales (tetrads),Ericales (tetrads)
