neotoma_names,taxon_name
Arecaceae (type D),arecaceae_type_d
Arecaceae (type I),arecaceae_type_i
Arecaceae (type II),arecaceae_type_ii
Arecaceae (type III),arecaceae_type_iii
Arecaceae (type IV),arecaceae_type_iv
Arecaceae (type V),arecaceae_type_v
Arecaceae cf. Calamus,arecaceae_cf_calamus
Arecaceae cf. Desmoncus,arecaceae_cf_desmoncus
Arecaceae cf. Euterpe,arecaceae_cf_euterpe
Arecaceae cf. Geonoma,arecaceae_cf_geonoma
Arecaceae cf. Oenocarpus,arecaceae_cf_oenocarpus
Arecaceae cf. Phytelephas,arecaceae_cf_phytelephas
Arecaceae incertae sedis,arecaceae_incertae_sedis
Arecaceae pro parte,arecaceae_pro_parte
Arecaceae undiff.,arecaceae_undiff
Arecaceae/Bromeliaceae,arecaceae_bromeliaceae
Arenaria,arenaria
Arenaria-type,arenaria_type
Arenaria serpyllifolia-type,arenaria_serpyllifolia_type
Arenga,arenga
Argania spinosa,argania_spinosa
Argyranthemum,argyranthemum
Argyrella-type canescens,argyrella_type_canescens
Aristolochia,aristolochia
Aristolochiaceae,aristolochiaceae
Aristotelia,aristotelia
Aristotelia chilensis,aristotelia_chilensis
Arjona,arjona
Armeria,armeria
Armeria-type,armeria_type
Armeria (type A),armeria_type_a
Armeria (type B),armeria_type_b
Armeria alliacea,armeria_alliacea
Armeria maritima,armeria_maritima
Armeria maritima-type,armeria_maritima_type
Armeria maritima (type A),armeria_maritima_type_a
Armeria maritima (type B),armeria_maritima_type_b
Armeria maritima subsp. elongata,armeria_maritima_subsp_elongata
Armeria/Limonium,armeria_limonium
Arnebia hispidissima-type,arnebia_hispidissima_type
Arnica,arnica
Arnica-type,arnica_type
Arnica montana,arnica_montana
Arnica/Taraxacum-type,arnica_taraxacum_type
Arnoseris,arnoseris
Arnoseris minima,arnoseris_minima
Arrabidaea,arrabidaea
Arrabidaea-type,arrabidaea_type
Arrabidaea (type 1),arrabidaea_type_1
Arrabidaea (type 2),arrabidaea_type_2
Artemisia,artemisia
Artemisia-type,artemisia_type
Artemisia (type B),artemisia_type_b
Artemisia afra,artemisia_afra
Artemisia alba-type,artemisia_alba_type
Artemisia campestris-type,artemisia_campestris_type
Artemisia cf. A. norvegica,artemisia_cf_a_norvegica
Artemisia herba-alba,artemisia_herba_minus_alba
Artemisia herba-alba-type,artemisia_herba_minus_alba_type
Artemisia ludoviciana,artemisia_ludoviciana
Artemisia norvegica,artemisia_norvegica
Artemisia norvegica-type,artemisia_norvegica_type
Artemisia sensu lato,artemisia_sensu_lato
Artemisia sensu stricto,artemisia_sensu_stricto
Artemisia sp.,artemisia_sp
Artemisia undiff.,artemisia_undiff
Artemisia vulgaris-type,artemisia_vulgaris_type
Artemisia/Gochnatia,artemisia_gochnatia
Arum,arum
Arum/Acorus,arum_acorus
Aruncus,aruncus
Aruncus-type,aruncus_type
Aruncus dioicus,aruncus_dioicus
Arytera,arytera
Arytera-type,arytera_type
Asarum europaeum,asarum_europaeum
Ascarina,ascarina
Ascarina lucida,ascarina_lucida
Asclepiadeae,asclepiadeae
Asclepiadoideae,asclepiadoideae
Ascolepis,ascolepis
Ascolepis-type,ascolepis_type
Asimina,asimina
Asparagaceae cf. Arthropodium,asparagaceae_cf_arthropodium
Asparagus,asparagus
Asparagus-type,asparagus_type
Asparagus acutifolius,asparagus_acutifolius
Asparagus buchananii-type,asparagus_buchananii_type
Asperula,asperula
Asperula-type,asperula_type
Asphodelaceae,asphodelaceae
Asphodeline,asphodeline
Asphodeloideae,asphodeloideae
Asphodelus,asphodelus
Asphodelus-type,asphodelus_type
Asphodelus albus,asphodelus_albus
Asphodelus albus-type,asphodelus_albus_type
Asphodelus fistulosus,asphodelus_fistulosus
Asphodelus fistulosus-type,asphodelus_fistulosus_type
Asphodelus luteus,asphodelus_luteus
Asphodelus/Asphodeline,asphodelus_asphodeline
Aspidosperma,aspidosperma
Aspidosperma-type,aspidosperma_type
Aspidosperma aff. A. album,aspidosperma_aff_a_album
Aspilia,aspilia
Astelia,astelia
Astelia-type,astelia_type
Astelia alpina,astelia_alpina
Astelia pumila,astelia_pumila
Aster,aster
Aster-type,aster_type
Aster/Achillea,aster_achillea
Aster/Achillea-type,aster_achillea_type
Asteraceae,asteraceae
Asteraceae (baculate),asteraceae_baculate
Asteraceae (clavate),asteraceae_clavate
Asteraceae (echinate),asteraceae_echinate
Asteraceae (fenestrate),asteraceae_fenestrate
Asteraceae (high spine),asteraceae_high_spine
Asteraceae (large),asteraceae_large
"Asteraceae (lophate, echinate)",asteraceae_lophate_echinate
Asteraceae (low spine),asteraceae_low_spine
Asteraceae (type 1),asteraceae_type_1
Asteraceae aff. Ambrosia,asteraceae_aff_ambrosia
Asteraceae cf. Ambrosia,asteraceae_cf_ambrosia
Asteraceae cf. Cirsium,asteraceae_cf_cirsium
Asteraceae cf. Mutisia,asteraceae_cf_mutisia
Asteraceae cf. Perezia,asteraceae_cf_perezia
Asteraceae indet.,asteraceae_indet
Asteraceae undiff.,asteraceae_undiff
Asteraceae undiff. (broken),asteraceae_undiff_broken
Asteraceae undiff. (crumpled),asteraceae_undiff_crumpled
Asteraceae undiff. (type 2),asteraceae_undiff_type_2
Asterales,asterales
Asteroideae,asteroideae
Asteroideae-type,asteroideae_type
Asteroideae (coarse spine),asteroideae_coarse_spine
Asteroideae (high spine),asteroideae_high_spine
Asteroideae (large),asteroideae_large
Asteroideae (long spine),asteroideae_long_spine
Asteroideae (low spine),asteroideae_low_spine
Asteroideae (short spine),asteroideae_short_spine
Asteroideae (type 1),asteroideae_type_1
Asteroideae (type 2),asteroideae_type_2
Asteroideae (type 3),asteroideae_type_3
Asteroideae (type 4),asteroideae_type_4
Asteroideae (type 5),asteroideae_type_5
Asteroideae (type I),asteroideae_type_i
Asteroideae (type II),asteroideae_type_ii
Asteroideae pro parte,asteroideae_pro_parte
Asteroideae undiff.,asteroideae_undiff
Astragalus,astragalus
Astragalus-type,astragalus_type
Astragalus alpinus,astragalus_alpinus
Astragalus alpinus-type,astragalus_alpinus_type
Astragalus cf. A. alpinus,astragalus_cf_a_alpinus
Astragalus cf. A. glycyphyllos,astragalus_cf_a_glycyphyllos
Astragalus danicus,astragalus_danicus
Astragalus danicus-type,astragalus_danicus_type
Astragalus depressus,astragalus_depressus
Astragalus frigidus,astragalus_frigidus
Astragalus frigidus-type,astragalus_frigidus_type
Astragalus onobrychis-type,astragalus_onobrychis_type
Astragalus/Lupinus,astragalus_lupinus
Astragalus/Ononis-type,astragalus_ononis_type
Astragalus/Oxytropis,astragalus_oxytropis
Astragalus/Oxytropis-type,astragalus_oxytropis_type
Astragalus/Vicia,astragalus_vicia
Astrantia,astrantia
Astrantia-type,astrantia_type
Astrantia major,astrantia_major
Astrantia major-type,astrantia_major_type
Astripomoea,astripomoea
Astrocaryum,astrocaryum
Astronium,astronium
Astronium-type,astronium_type
Astronium concinnum,astronium_concinnum
Astronium fraxinifolium,astronium_fraxinifolium
Astronium fraxinifolium (type 3),astronium_fraxinifolium_type_3
Astronium fraxinifolium (type 5),astronium_fraxinifolium_type_5
Astropanax abyssinicus,astropanax_abyssinicus
Astropanax barteri,astropanax_barteri
Astropanax goetzenii-type,astropanax_goetzenii_type
Astropanax mannii-type,astropanax_mannii_type
Astropanax myrianthus,astropanax_myrianthus
Astrotricha,astrotricha
Asystasia,asystasia
Asystasia gangetica,asystasia_gangetica
Asystasia gangetica-type,asystasia_gangetica_type
Athamanta cretensis,athamanta_cretensis
Atherosperma,atherosperma
Atherosperma moschatum,atherosperma_moschatum
Athrotaxis-type/Diselma-type,athrotaxis_type_diselma_type
Athrotaxis/Diselma,athrotaxis_diselma
Atractylis,atractylis
Atractylis-type,atractylis_type
Atraphaxis,atraphaxis
Atraphaxis-type,atraphaxis_type
Atriplex,atriplex
Atriplex-type,atriplex_type
Atriplex sp.,atriplex_sp
Atropa,atropa
Atropa-type,atropa_type
Atropa belladonna,atropa_belladonna
Attalea,attalea
Australina,australina
Austrobuxus,austrobuxus
Austrocedrus,austrocedrus
Austrocedrus chilensis-type,austrocedrus_chilensis_type
Austromyrtus,austromyrtus
Avena,avena
Avena-type,avena_type
Avena sativa,avena_sativa
Avena/Triticum,avena_triticum
Avena/Triticum-type,avena_triticum_type
Avena/Triticum group,avena_triticum_group
Avicennia,avicennia
Avicennia germinans,avicennia_germinans
Avicennia marina,avicennia_marina
Ayenia,ayenia
Azara,azara
Azima tetracantha,azima_tetracantha
Azorella,azorella
Baccaurea,baccaurea
Baccharis,baccharis
Baccharis-type,baccharis_type
Backhousia myrtifolia,backhousia_myrtifolia
Bactris,bactris
Bactris-type,bactris_type
Baeckea,baeckea
Baeckea/Tristania,baeckea_tristania
Baikiaea,baikiaea
Baissea,baissea
Bakerella,bakerella
Bakerella/Socratina-type,bakerella_socratina_type
Balanites,balanites
Balanites aegyptiaca,balanites_aegyptiaca
Balanites aegyptiaca-type,balanites_aegyptiaca_type
Balanites rotudinfolia-type,balanites_rotudinfolia_type
Balanites wilsoniana,balanites_wilsoniana
Balanophoraceae cf. Langsdorffia,balanophoraceae_cf_langsdorffia
Balanops,balanops
Balbisia,balbisia
Balfourodendron,balfourodendron
Ballota,ballota
Ballota-type,ballota_type
Ballota group,ballota_group
Ballota nigra-type,ballota_nigra_type
Balsaminaceae,balsaminaceae
Bambusa-type,bambusa_type
Banara,banara
Banara-type,banara_type
Banara guianensis,banara_guianensis
Banara/Xylosma,banara_xylosma
Banara/Xylosma-type,banara_xylosma_type
Banisteriopsis,banisteriopsis
Banksia,banksia
Banksia aemula,banksia_aemula
Banksia dentata,banksia_dentata
Banksia integrifolia,banksia_integrifolia
Banksia integrifolia-type,banksia_integrifolia_type
Banksia marginata,banksia_marginata
Banksia robur,banksia_robur
Baphia,baphia
Baphia-type,baphia_type
Baphiopsis,baphiopsis
Baphiopsis-type parviflora,baphiopsis_type_parviflora
Baphiopsis parviflora,baphiopsis_parviflora
Barbarea-type,barbarea_type
Barbeya oleoides,barbeya_oleoides
Barbeyaceae,barbeyaceae
Barleria,barleria
Barringtonia,barringtonia
Bartsia,bartsia
Bartsia-type,bartsia_type
Basella,basella
Basella alba-type,basella_alba_type
Basilicum,basilicum
Basilicum-type,basilicum_type
Basilicum-type (B. polystachyon),basilicum_type_b_polystachyon
Basilicum-type polystachyon,basilicum_type_polystachyon
Basilicum polystachyon,basilicum_polystachyon
Basilicum polystachyon/Hoslundia opposita,basilicum_polystachyon_hoslundia_opposita
Bathysa,bathysa
Batis,batis
Bauera,bauera
Bauera-type,bauera_type
Bauera rubioides,bauera_rubioides
Bauhinia,bauhinia
Bauhinia-type,bauhinia_type
Bauhinia bicuspidata-type,bauhinia_bicuspidata_type
Bauhinia rufescens,bauhinia_rufescens
Baumea,baumea
Begonia,begonia
Begonia-type,begonia_type
Begonia fischeri,begonia_fischeri
Begonia guaduensis,begonia_guaduensis
Begonia meyeri-johannis,begonia_meyeri_minus_johannis
Begonia undiff.,begonia_undiff
Begoniaceae,begoniaceae
Belangera,belangera
Bellendena,bellendena
Bellendena montana,bellendena_montana
Bellidiastrum-type,bellidiastrum_type
Bellis,bellis
Bellis-type,bellis_type
Berberidaceae,berberidaceae
Berberis,berberis
Berberis-type,berberis_type
Berberis repens,berberis_repens
Berberis vulgaris,berberis_vulgaris
Berchemia scandens,berchemia_scandens
Bergenia crassifolia,bergenia_crassifolia
Bergia,bergia
Berkheya,berkheya
Berlandiera-type,berlandiera_type
Berlinia,berlinia
Berlinia-type,berlinia_type
Bernardia cf. B. pulchella,bernardia_cf_b_pulchella
Bersama,bersama
Bersama abyssinica,bersama_abyssinica
Bersama abyssinica-type,bersama_abyssinica_type
Bertiera,bertiera
Bertiera-type,bertiera_type
Bertya,bertya
Berula-type,berula_type
Berula erecta,berula_erecta
Berula erecta-type,berula_erecta_type
Beta-type,beta_type
Beta vulgaris-type,beta_vulgaris_type
Betula,betula
Betula (<20 µm),betula_smaller_than_20_mu_m
Betula (>20 µm),betula_bigger_than_20_mu_m
Betula (>25 µm),betula_bigger_than_25_mu_m
Betula (20-25 µm),betula_20_minus_25_mu_m
Betula (corroded),betula_corroded
Betula (excluding B. nana),betula_excluding_b_nana
Betula (hybrid),betula_hybrid
Betula (large),betula_large
Betula (shrub),betula_shrub
Betula (small),betula_small
Betula (tree),betula_tree
Betula cf. B. fruticosa,betula_cf_b_fruticosa
Betula cf. B. nana,betula_cf_b_nana
Betula cf. B. occidentalis,betula_cf_b_occidentalis
Betula cf. B. pendula,betula_cf_b_pendula
Betula costata,betula_costata
Betula dahurica,betula_dahurica
Betula det. shrub,betula_det_shrub
Betula det. tree,betula_det_tree
Betula ermanii,betula_ermanii
Betula fruticosa,betula_fruticosa
Betula glandulosa,betula_glandulosa
Betula glandulosa-type,betula_glandulosa_type
Betula humilis,betula_humilis
Betula nana,betula_nana
Betula nana-type,betula_nana_type
Betula nana subsp. exilis,betula_nana_subsp_exilis
Betula papyrifera,betula_papyrifera
Betula pendula,betula_pendula
Betula pendula subsp. mandshurica,betula_pendula_subsp_mandshurica
Betula pendula/B. pubescens,betula_pendula_b_pubescens
Betula pubescens,betula_pubescens
Betula pubescens-type,betula_pubescens_type
Betula pubescens var. pumila,betula_pubescens_var_pumila
Betula pubescens var. pumila-type,betula_pubescens_var_pumila_type
Betula schmidtii,betula_schmidtii
Betula sect. Apterocaryon,betula_sect_apterocaryon
Betula sect. Apterocaryon-type,betula_sect_apterocaryon_type
Betula sect. Betula,betula_sect_betula
Betula sect. Betula-type,betula_sect_betula_type
Betula sect. Costatae,betula_sect_costatae
Betula spp.,betula_spp
Betula subg. Betula,betula_subg_betula
Betula undiff.,betula_undiff
"Betula/Alnus/Corylus/Myrica (type 114, HdV)",betula_alnus_corylus_myrica_type_114_hd_v
Betula/Carpinus,betula_carpinus
Betula/Corylus,betula_corylus
Betula/Corylus/Myrica,betula_corylus_myrica
Betula/Myrica,betula_myrica
Betulaceae,betulaceae
Betulaceae undiff.,betulaceae_undiff
Betulaceae/Myricaceae undiff.,betulaceae_myricaceae_undiff
Beyeria,beyeria
Bidens,bidens
Bidens-type,bidens_type
Biebersteinia,biebersteinia
Bifora radians-type,bifora_radians_type
Bignonia,bignonia
Bignonia-type,bignonia_type
Bignonia cf. B. neoheterophylla,bignonia_cf_b_neoheterophylla
Bignoniaceae,bignoniaceae
Bignoniaceae undiff.,bignoniaceae_undiff
Bignoniaceae/Verbenaceae,bignoniaceae_verbenaceae
Billardiera,billardiera
Billardiera scandens,billardiera_scandens
Billia,billia
Bischofia,bischofia
Biscutella,biscutella
Bismarckia nobilis,bismarckia_nobilis
Bistorta,bistorta
Bistorta-type,bistorta_type
Bistorta bistortoides,bistorta_bistortoides
Bistorta bistortoides-type,bistorta_bistortoides_type
Bistorta cf. B. vivipara,bistorta_cf_b_vivipara
Bistorta officinalis,bistorta_officinalis
Bistorta officinalis-type,bistorta_officinalis_type
Bistorta officinalis/B. vivipara,bistorta_officinalis_b_vivipara
Bistorta vivipara,bistorta_vivipara
Bistorta vivipara-type,bistorta_vivipara_type
Bituminaria bituminosa,bituminaria_bituminosa
Bixa,bixa
Blackstonia,blackstonia
Blackstonia-type,blackstonia_type
Blackstonia perfoliata-type,blackstonia_perfoliata_type
Blandfordia,blandfordia
Blepharandra,blepharandra
Blepharandra/Byrsonima,blepharandra_byrsonima
Blepharis,blepharis
Blepharis-type,blepharis_type
Blepharispermum-type,blepharispermum_type
Blepharodon,blepharodon
Blighia,blighia
Blighia-type,blighia_type
Blighia-type (B. unijugata),blighia_type_b_unijugata
Blighia-type unijugata,blighia_type_unijugata
Blighia sapida-type,blighia_sapida_type
Blighia unijugata-type,blighia_unijugata_type
Bocconia,bocconia
Bocconia-type,bocconia_type
Bocoa,bocoa
Boehmeria,boehmeria
Boerhavia,boerhavia
Boerhavia-type,boerhavia_type
Bolax,bolax
Bomarea,bomarea
Bomarea-type,bomarea_type
Bombacoideae,bombacoideae
Bombacoideae undiff.,bombacoideae_undiff
Bombacopsis,bombacopsis
Bombacopsis-type,bombacopsis_type
Bombax,bombax
Bombax (type 2),bombax_type_2
Bombax buonopozense-type,bombax_buonopozense_type
Bombax ceiba,bombax_ceiba
Bombax comp.,bombax_comp
Bombax costatum-type,bombax_costatum_type
Bombax undiff.,bombax_undiff
Bonamia,bonamia
Bongardia,bongardia
Bonnetia,bonnetia
Boraginaceae,boraginaceae
Boraginaceae (type 1),boraginaceae_type_1
Boraginaceae undiff.,boraginaceae_undiff
Boraginales cf. Cordia,boraginales_cf_cordia
Borago,borago
Borago officinalis,borago_officinalis
Borassus,borassus
Borassus-type,borassus_type
Borassus-type (B. aethiopum),borassus_type_b_aethiopum
Borassus-type aethiopum,borassus_type_aethiopum
Borassus/Hyphaene,borassus_hyphaene
Borismene,borismene
Boronia,boronia
Boronia algida,boronia_algida
Boscia,boscia
Boscia-type,boscia_type
Boscia-type angustifolia,boscia_type_angustifolia
Boscia-type salicifolia,boscia_type_salicifolia
Boscia angustifolia,boscia_angustifolia
Boscia senegalensis,boscia_senegalensis
Bosqueia,bosqueia
Bosqueia phoberos,bosqueia_phoberos
Bossiaea,bossiaea
Boswellia,boswellia
Botryospermum,botryospermum
Bowdichia,bowdichia
Brachychiton,brachychiton
Brachycome-type,brachycome_type
Brachylaena,brachylaena
Brachylaena-type,brachylaena_type
Brachystegia,brachystegia
Brachystephanus,brachystephanus
Brassica,brassica
Brassica-type,brassica_type
Brassica (type 1),brassica_type_1
Brassicaceae,brassicaceae
Brassicaceae-type,brassicaceae_type
Brassicaceae-type undiff.,brassicaceae_type_undiff
Brassicaceae (27 µm),brassicaceae_27_mu_m
Brassicaceae (large),brassicaceae_large
Brassicaceae (small),brassicaceae_small
Brassicaceae cf. Brassica,brassicaceae_cf_brassica
Brassicaceae indet.,brassicaceae_indet
Brassicaceae undiff.,brassicaceae_undiff
Brassicaceae/Lamiaceae,brassicaceae_lamiaceae
Brassicaceae/Olea,brassicaceae_olea
Bravaisia,bravaisia
Bravaisia berlandieriana,bravaisia_berlandieriana
Breynia cernua,breynia_cernua
Brickellia,brickellia
Bridelia,bridelia
Bridelia-type,bridelia_type
Bridelia-type (B. scleroneura),bridelia_type_b_scleroneura
Bridelia-type scleroneura,bridelia_type_scleroneura
Bridelia ferruginea,bridelia_ferruginea
Bridelia ferruginea-type,bridelia_ferruginea_type
Bridelia micrantha,bridelia_micrantha
Bridelia micrantha-type,bridelia_micrantha_type
Bridelia scleroneura,bridelia_scleroneura
Bridelia scleroneura-type,bridelia_scleroneura_type
Brillantaisia,brillantaisia
Bromelia,bromelia
Bromeliaceae,bromeliaceae
Bromeliaceae (type 1),bromeliaceae_type_1
Bromeliaceae (type 2),bromeliaceae_type_2
Bromeliaceae cf. Puya,bromeliaceae_cf_puya
Bromeliaceae undiff.,bromeliaceae_undiff
Bromus,bromus
Bromus hordeaceus-type,bromus_hordeaceus_type
Brosimum,brosimum
Brosimum alicastrum,brosimum_alicastrum
Brosimum alicastrum ssp. bolivarense,brosimum_alicastrum_ssp_bolivarense
Browneopsis ucayalina (smaller),browneopsis_ucayalina_smaller
Brucea,brucea
Brucea antidysenterica,brucea_antidysenterica
Brucea antidysenterica-type,brucea_antidysenterica_type
Bruckenthalia,bruckenthalia
Bruckenthalia-type,bruckenthalia_type
Bruguiera,bruguiera
Bruguiera/Ceriops,bruguiera_ceriops
Brunellia,brunellia
Brunellia-type,brunellia_type
Bruniaceae,bruniaceae
Brunsvigia,brunsvigia
Bryonia,bryonia
Bryonia-type,bryonia_type
Bryonia alba/Helianthemum,bryonia_alba_helianthemum
Bryonia cretica,bryonia_cretica
Bryonia dioica,bryonia_dioica
Buchanania obovata,buchanania_obovata
Buchnera,buchnera
Buchnera-type,buchnera_type
Buddleja,buddleja
Buddleja-type,buddleja_type
Buglossoides arvensis,buglossoides_arvensis
Buglossoides arvensis-type,buglossoides_arvensis_type
Bulbinopsis-type,bulbinopsis_type
Bumelia,bumelia
Bumelia-type,bumelia_type
Bunchosia,bunchosia
Bunchosia-type,bunchosia_type
Bunium-type,bunium_type
Buphthalmum,buphthalmum
Bupleurum,bupleurum
Bupleurum-type,bupleurum_type
Bupleurum falcatum-type,bupleurum_falcatum_type
Bupleurum ranunculoides,bupleurum_ranunculoides
Bupleurum rigidum-type,bupleurum_rigidum_type
Burchellia,burchellia
Burkea,burkea
Burkea africana,burkea_africana
Burmannia,burmannia
Bursaria,bursaria
Bursaria spinosa,bursaria_spinosa
Bursera,bursera
Bursera-type,bursera_type
Bursera simaruba,bursera_simaruba
Burseraceae,burseraceae
Burseraceae cf. Protium,burseraceae_cf_protium
Burseraceae undiff.,burseraceae_undiff
Butyrospermum,butyrospermum
Buxaceae,buxaceae
Buxus,buxus
Buxus bahamensis,buxus_bahamensis
Buxus hildebrandtii-type,buxus_hildebrandtii_type
Buxus madagascarica,buxus_madagascarica
Buxus madagascarica-type,buxus_madagascarica_type
Buxus sempervirens,buxus_sempervirens
Byrsonima,byrsonima
Byrsonima-type,byrsonima_type
Byrsonima (type 1),byrsonima_type_1
Byrsonima (type2),byrsonima_type2
Byrsonima lucida,byrsonima_lucida
